NCFR,Duration,DFL,AFL3,AFL1,Gross,NVU,CTFL,FIP,NUFR,Budget,TY,AFL2,IS,AR,MFL
314,114,101,23,129,71975611,209396,214,0,580,2.50E+07,2007,25,6.8,2.35,11000
103,96,0,542,1000,38119483,136667,2936,2,273,22700000,1987,605,7.1,1.85,13000
183,111,0,234,523,4190530,53341,1795,0,185,22500000,2014,468,7.1,2.35,18000
77,127,109,71,2000,217631306,154199,3100,0,252,2.20E+07,1990,956,7,1.85,0
171,107,101,743,931,176483808,247289,4664,1,611,2.30E+07,1998,852,7.1,1.85,0
64,97,11,595,901,144833357,64742,2790,0,111,2.20E+07,1994,775,6.4,1.85,0
92,127,102,1000,2000,75597042,26434,6657,0,174,2.00E+07,2002,1000,7,2.35,0
112,110,99,835,12000,90636983,44021,15170,0,83,2.20E+07,2007,941,6.2,2.35,0
69,135,16000,86,16000,70960517,54631,27237,0,192,3.50E+07,1995,11000,7.5,1.85,0
75,84,42,182,436,55762229,47383,1203,1,132,2.20E+07,2001,241,4.8,1.85,1000
180,122,529,171,820,54235441,52894,1484,3,185,2.20E+07,2014,201,7.3,2.35,55000
53,114,34,287,649,50728000,48909,1725,0,166,2.20E+07,1995,327,5.8,1.85,0
129,132,24,506,967,40270895,121937,3152,0,431,2.20E+07,2001,912,7.6,1.85,15000
61,170,25,55,329,59696176,15448,775,1,174,2.20E+07,2014,134,5.6,2.35,15000
226,133,235,105,955,51483949,208092,1777,0,806,2.20E+07,2003,593,7,2.35,0
116,112,101,218,896,36020063,62584,2019,2,375,2.20E+07,2005,561,6.6,2.35,0
248,108,0,690,13000,33313582,52888,16031,1,175,2.10E+07,2009,734,6.5,1.85,0
23,115,0,266,12000,25842000,13455,13619,0,87,2.20E+07,1993,1000,7.4,2.35,2000
98,83,2,137,591,22264487,41239,1729,0,166,2.20E+07,2005,489,4.6,1.85,887
168,105,31,110,390,30659817,59805,1006,10,95,2.60E+07,2013,311,6.4,2.35,0
97,96,221,110,240,19351569,33287,664,1,201,2.20E+07,2001,226,5.9,1.85,739
88,94,42,517,975,49002815,15665,3153,2,35,2.20E+07,2012,569,6.4,2.35,0
85,142,0,854,978,19283782,31227,5386,0,354,2.20E+07,1999,911,6.6,1.85,0
181,104,0,898,8000,30059386,128593,11632,5,867,2.20E+07,2001,1000,6.9,2.35,0
95,106,12,595,962,17951431,25462,4239,1,200,3.00E+07,2001,844,5.8,2.35,804
423,106,1000,1000,19000,29997095,60926,38494,5,302,2.20E+07,2016,17000,6.4,1.85,23000
93,98,4,83,3000,14252830,18900,3769,0,242,2.20E+07,2001,486,5.3,1.85,0
203,100,39,798,26000,19783777,82804,39989,1,154,2.20E+07,2013,11000,6.5,2.35,15000
38,95,34,368,554,13555988,7242,2216,1,38,2.20E+07,2000,439,5.7,1.85,0
183,107,737,678,6000,12784713,56813,8094,11,381,2.20E+07,2004,718,6.7,2.35,0
75,104,87,691,1000,10696210,35018,3148,0,180,23500000,1993,826,3.9,1.85,716
18,104,53,576,2000,5974653,2253,4221,0,111,2.20E+07,2001,595,4.1,1.85,158
22,143,688,42,638,5.00E+06,1547,788,2,50,2.50E+07,1970,50,6.2,2.35,104
41,77,37,795,3000,9694105,8176,5568,0,77,2.20E+07,1999,968,3.8,2.35,272
148,96,11,150,805,16027866,26767,1411,0,121,2.50E+07,2015,173,5.1,2.35,0
231,145,719,104,2000,4398392,59507,2590,1,232,2.10E+07,2006,380,7.8,2.35,0
115,116,13,140,203,1050445,21394,773,0,147,2.20E+07,2005,172,7.8,2.35,11000
176,100,21,552,14000,13746550,29322,15922,5,104,2.00E+06,2012,618,6.1,2.35,0
98,104,144,290,939,20668843,16831,2453,3,54,2.20E+07,2008,875,5.8,2.35,687
149,92,17,231,14000,2963012,48873,14617,1,105,2.20E+07,2014,257,6.3,2.35,11000
138,105,43,827,22000,1796024,34985,37766,1,135,2.20E+07,2010,14000,5.4,2.35,0
78,120,2,80,809,634277,5166,1651,1,27,1.60E+07,2007,521,7.3,2.35,815
288,116,108,120,23000,11326836,83171,24134,0,231,2.20E+07,2013,820,6.8,2.35,17000
299,119,209,521,1000,49024969,133367,3284,0,363,2.50E+07,2007,896,7.3,2.35,0
27,101,88,812,957,22294341,12278,4629,3,71,21500000,1996,821,6.5,1.85,758
155,117,89,442,12000,24362501,69980,13576,1,591,21500000,1999,541,7.2,2.35,0
275,112,11000,159,385,16684352,67893,1205,0,163,1.70E+07,2012,223,6.3,1.85,18000
43,136,16000,216,16000,46700000,19832,16805,1,98,2.10E+07,1982,281,5.9,2.35,0
163,81,406,406,893,52008288,162037,3003,1,928,2.10E+07,1999,795,7.8,1.85,0
168,87,0,548,22000,8579684,89547,24324,0,199,9.00E+06,2007,557,7.4,1.85,0
60,96,8,199,533,42660000,25086,1254,0,87,1.70E+07,1993,219,4.8,1.85,1000
85,106,48,39,18000,40219708,22649,18630,3,131,2.10E+07,2001,558,6.3,1.85,0
539,122,737,14000,34000,132088910,533607,72115,0,692,2.10E+07,2012,22000,7.8,2.35,117000
84,123,98,579,2000,36581633,52533,3994,1,235,2.10E+07,2007,826,7.5,1.85,10000
171,92,255,447,26000,25296447,237248,27572,0,460,2.10E+07,2002,1000,6.8,2.35,0
140,110,65,149,3000,24848292,80556,4089,1,184,2.00E+07,2008,427,6.6,2.35,0
85,104,52,484,711,17757087,13065,3162,1,253,2.10E+07,1999,490,4.6,1.85,897
217,98,0,374,925,9430988,45992,1997,2,115,1.70E+07,2009,472,7.1,2.35,7000
131,120,0,886,1000,16284360,15079,6212,1,79,2.10E+07,2008,901,6.1,2.35,1000
111,112,52,347,15000,6830957,11983,16692,3,147,2.10E+07,2002,1000,6.7,2.35,365
466,127,140,10000,19000,24104113,149066,46241,1,517,2.00E+07,2011,14000,7.1,2.35,24000
16,102,18,186,670,15593,2295,1562,1,40,2.10E+07,1999,419,5.8,1.85,284
276,91,0,220,34000,958319,39764,34705,0,148,2.10E+07,2011,242,6.7,2.35,17000
11,114,19,842,1000,69700000,7748,3688,2,48,3.50E+07,1982,883,5.8,2.35,0
196,115,0,716,1000,2840417,77493,2990,0,527,3.10E+07,1999,900,6.8,1.85,6000
234,115,14000,488,11000,242374454,661017,12906,1,771,1.80E+07,1981,783,8.5,2.35,16000
37,120,0,1000,3000,173585516,200077,7860,2,189,1.80E+07,1992,1000,6.6,1.85,0
171,135,14000,252,559,128300000,139288,1591,0,339,19400870,1977,481,7.7,2.35,0
148,90,2,807,16000,20259297,24969,19952,0,258,2.00E+07,2006,1000,4.7,2.35,0
50,100,12000,605,936,153665036,84824,4121,1,95,2.80E+07,1987,901,6.4,2.35,0
121,105,163,338,1000,132541238,30058,2505,2,236,3.30E+07,2003,409,5.5,2.35,800
185,138,438,173,12000,130727000,887467,13184,0,916,1.90E+07,1991,826,8.6,1.85,40000
61,94,122,617,1000,121697350,114610,4263,2,176,2.00E+07,1992,619,7,1.85,0
156,101,79,218,608,117224271,47794,1787,1,81,2.00E+07,2010,362,7.1,1.78,0
75,131,82,85,813,102922376,51314,1520,0,265,2.00E+07,1978,366,5.7,2.35,0
100,91,67,597,2000,94497271,17829,4729,1,99,2.00E+07,2008,641,3.7,2.35,0
511,112,0,697,6000,137387272,300110,9049,0,807,2.00E+07,2013,960,7.5,2.35,131000
75,95,32,563,826,82301521,22679,3558,2,149,3.20E+07,2005,642,4.6,1.85,773
148,100,265,265,989,84518155,35965,2654,0,144,2.00E+07,2014,830,4.9,1.85,11000
204,108,0,487,2000,81257845,210680,4403,1,479,3.50E+07,2003,931,7.1,1.85,0
72,101,545,545,1000,70360285,81783,3816,0,283,1.80E+07,1995,1000,5.8,1.85,0
62,109,322,861,1000,69148997,98794,6313,4,251,3.70E+07,2004,960,5.4,1.85,0
549,115,729,552,8000,82624961,205284,9578,0,439,2.00E+07,2011,727,7.3,2.35,22000
106,117,99,165,596,67325559,58222,1293,0,331,2.00E+07,2003,265,7.1,1.85,0
123,107,30,318,742,62933793,62421,2341,1,185,2.00E+07,2010,360,5.8,2.35,10000
597,134,0,500,2000,56667870,439176,4251,0,695,2.00E+07,2013,660,8.1,2.35,83000
64,118,30,284,962,56398162,28649,2390,0,185,2.00E+07,2002,593,5.7,2.35,2000
40,121,0,721,2000,60072596,7664,6657,8,68,2.00E+07,2010,907,4.4,1.85,0
111,105,13000,658,40000,56362352,357581,42330,0,588,2.00E+07,1990,967,7.9,1.85,16000
151,110,17,418,11000,56154094,44723,21852,0,130,2.00E+07,2016,10000,7.6,2.35,51000
31,114,0,582,982,65623128,7354,2753,5,50,2.00E+07,2012,618,4.8,1.85,0
99,85,64,729,3000,48546578,50415,6539,0,613,2.00E+07,2006,869,2.7,1.85,806
80,72,2,434,1000,48423368,13324,3402,1,79,2.00E+07,2002,677,5.8,1.66,302
364,128,151,852,1000,52066000,61114,3869,0,212,2.00E+07,2014,1000,7.5,2.35,22000
85,72,0,384,3000,47887943,11634,4480,0,58,2.00E+07,2003,455,5.4,1.85,227
140,89,19,349,526,46363118,25960,1383,0,389,2.00E+07,2005,392,4.1,1.85,1000
184,96,9,107,826,47852604,62364,1825,0,337,2.00E+07,2007,626,5.9,2.35,0
89,77,25,16,304,45542421,13319,575,0,53,3.00E+07,2000,253,6.3,1.78,347
61,111,132,455,1000,42652003,18915,2851,0,87,2.00E+07,2015,465,6.8,2.35,33000
112,93,82,729,926,39737645,89687,4293,11,666,2.00E+07,2007,869,2.3,1.85,0
474,128,310,77,745,44988180,195333,1058,2,409,2.00E+07,2015,168,8.1,1.85,80000
165,110,119,332,1000,39263506,40469,2382,1,135,2.20E+07,2008,931,6.1,2.35,0
131,137,70,464,4000,39143839,38658,5746,0,284,2.00E+07,2006,884,5,1.85,930
29,124,8,232,508,37672350,5427,1660,1,51,2.00E+07,1998,270,5.5,1.85,0
43,93,12,636,18000,38037513,49680,20188,2,117,2.00E+07,1991,769,6.2,1.85,0
111,115,272,1000,49000,37442180,28005,52571,1,236,2.00E+07,2006,2000,6.2,2.35,0
333,105,210,101,978,35596227,79461,1454,1,463,2.00E+07,2010,191,6.3,2.35,10000
37,127,16,399,565,35422828,19126,1735,1,155,2.00E+07,1997,441,6.7,2.35,0
122,82,82,354,759,36658108,39095,2898,7,187,2.00E+07,2010,401,3.5,1.85,16000
285,143,0,51,11000,34300771,243799,11248,3,908,2.50E+07,2006,119,7.5,1.85,0
156,103,189,949,2000,34290142,54242,4662,8,145,19800000,2014,1000,6.6,2.35,14000
293,104,53,652,22000,33422556,99236,33903,0,321,2.00E+07,2008,11000,7.5,1.85,0
233,98,406,406,860,32774834,136048,2609,5,700,3.00E+07,2004,523,7.2,2.35,0
282,92,34,322,383,34334256,35131,1945,0,255,1.10E+07,2013,333,4.8,2.35,16000
57,123,36,631,10000,32051917,42315,12338,0,140,2.00E+07,1995,1000,6.6,2.35,0
153,88,92,636,31000,32014289,50337,34319,8,177,2.00E+07,2013,881,3.5,1.85,13000
324,128,835,755,11000,31838002,136673,13189,1,281,2.00E+07,2008,896,7.6,1.85,10000
122,107,58,47,141,36874745,12276,389,2,117,2.00E+07,2016,76,6.3,2.35,21000
156,91,17,78,534,30079316,75920,1083,0,474,3.50E+07,2002,385,5.5,1.85,0
161,90,12,587,786,35033759,55008,2462,4,93,1.90E+07,2011,651,6.3,2.35,21000
69,115,39,254,13000,29753944,90677,14275,3,389,2.00E+07,1998,481,6.5,2.35,0
258,113,108,22,1000,31146570,55441,1136,3,165,2.00E+07,2010,100,6.9,2.35,0
174,113,350,619,1000,27277055,143137,3141,0,602,2.00E+07,2000,960,7.6,1.85,10000
141,87,2,270,741,233040.2237,26624,1834,1,189,234110.8125,2008,297,3.9,1.85,0
31,101,154,497,1000,53146000,9845,3174,1,77,2.00E+07,1996,816,6.1,1.85,613
222,111,79,287,26000,30028592,152247,27755,0,189,2.00E+07,2008,811,7.3,2.35,0
273,108,1000,1000,14000,34126138,666937,19364,1,1514,2.00E+07,2004,4000,8.3,1.85,52000
91,105,99,518,2000,25677801,41273,4813,6,136,2.00E+07,2010,938,5.8,2.35,0
190,109,453,2000,18000,26415649,94892,33878,4,189,2.00E+07,2008,11000,6.8,2.35,0
427,109,1000,24,177,26003149,185587,278,6,401,2.00E+07,2013,55,7,2.35,49000
93,99,26,650,720,25584685,15877,3327,5,102,2.00E+07,2007,669,5.9,2.35,590
292,98,35,16,125,29975979,105797,189,0,281,2.00E+07,2009,37,6.5,2.35,0
180,104,14,756,2000,31584722,101730,5707,1,131,2.00E+07,2010,934,6.4,2.35,0
94,109,15,350,3000,77738.54848,32951,4257,3,44,67075.82922,2011,775,5.8,1.85,6000
112,75,19,806,1000,23078294,25870,3590,0,281,9.00E+06,2006,934,5.1,2.35,0
20,119,23,748,25000,21413105,15230,45841,1,97,2.00E+07,1990,19000,6.8,2.35,0
84,90,0,518,681,25077977,10986,2486,0,84,2.00E+07,2010,611,5.3,1.85,0
120,97,212,637,960,23292105,39541,3261,0,334,2.00E+07,2006,917,5.3,2.35,3000
103,89,0,470,87000,20916309,5332,88422,4,37,4.00E+07,2009,570,4.9,1.85,431
59,106,835,458,1000,21200000,34774,3598,0,162,2.00E+07,1995,967,6.8,1.85,1000
114,104,0,877,2000,20241395,42664,5123,0,403,2.00E+07,1998,1000,6.1,2.35,0
290,108,13000,285,606,3.20E+07,422432,1885,2,1040,806947,1960,332,8.5,1.85,18000
80,112,41,490,1000,19151864,36983,3301,3,100,4.00E+07,2008,500,5.9,1.85,0
98,104,19,942,15000,23393765,31323,18760,0,76,2.00E+07,2014,989,6.3,2.35,0
88,113,0,949,995,18882880,20539,4039,3,125,2.00E+07,2007,975,5.9,2.35,681
13,98,15,281,691,8500000,2061,1761,0,34,2.00E+07,1981,374,5.4,1.78,501
60,114,160,271,1000,18252684,18366,1816,2,219,3.00E+07,1998,367,6.9,1.85,0
154,124,57,905,11000,19661987,83786,17050,2,231,2.00E+07,2007,3000,7.5,2.35,0
274,148,0,826,17000,18352454,426359,18752,0,760,1.50E+07,2007,882,8.2,2.35,76000
110,108,480,579,970,17803796,26100,4374,1,97,2.00E+07,2006,931,5.9,2.35,484
173,95,83,206,991,17529157,49888,2173,0,220,2.00E+07,2012,494,5,2.35,25000
165,108,0,844,16000,25753840,219091,23296,2,592,1.90E+07,1996,4000,7.3,1.85,12000
45,68,0,253,304,18081626,4180,861,0,32,2.00E+07,2005,286,6.4,1.85,264
45,103,0,801,21000,17518220,9105,25263,1,76,2.00E+07,1995,1000,6.6,1.85,0
377,99,0,59,264,17104669,99353,537,1,354,2.00E+07,2004,62,7.8,2.35,0
43,88,0,939,3000,16988996,3875,8189,1,75,3.50E+07,2002,968,4,1.85,422
201,128,395,161,283,15797907,68119,904,0,230,2.00E+07,2007,206,7.6,2.35,0
192,124,0,430,6000,16248701,189683,7567,0,559,2.00E+07,2003,979,7.7,1.85,0
77,84,2,472,787,15712072,13210,2915,0,138,2.00E+07,2004,555,5.8,2.35,269
81,101,13,499,651,15408822,14147,2698,3,92,2.00E+07,2003,555,5.6,1.85,401
81,98,143,153,302,15464026,23076,1189,2,158,2.00E+07,2000,216,5.3,1.85,1000
27,225,126,202,940,8.00E+06,6484,1934,6,100,2.00E+07,1965,208,6.6,2.76,1000
111,88,82,329,869,14174654,74945,2857,0,359,2.50E+07,2008,624,1.9,1.85,0
107,88,190,163,137000,15988876,26236,137712,6,110,2.70E+07,2009,459,5.7,2.35,0
34,94,36,507,13000,13801755,23928,15183,1,100,2.00E+07,1997,828,6.6,1.85,0
151,117,20,783,11000,13987482,58957,15713,1,91,2.00E+07,2011,904,6,1.85,0
289,95,4,80,788,14291570,82082,1414,2,236,2.00E+07,2012,447,6.1,2.35,10000
76,99,272,62,1000,12181484,26390,1189,1,176,4.00E+07,2004,87,4.8,1.85,713
150,96,83,926,26000,13630226,112516,30541,0,223,2.00E+07,2009,968,6.2,1.85,0
67,98,11000,967,1000,13383737,29385,4302,4,86,2.00E+07,1994,979,7.5,1.85,979
36,123,6,85,541,13391174,5796,908,0,177,2.00E+07,2006,249,6.3,2.35,0
149,101,176,83,3000,12987647,24019,3431,2,199,3.00E+07,2002,268,7.1,2.35,983
156,102,563,385,12000,12469811,69172,13156,1,316,2.20E+07,2005,442,6.6,1.85,0
64,94,394,565,922,12398628,21542,2880,2,88,2.00E+07,2002,855,6.1,2.35,977
210,102,192,31,346,13214030,60516,500,3,147,2.00E+07,2008,41,6.7,1.85,0
113,108,212,347,969,12232937,22823,2799,1,113,2.20E+07,2009,794,5.6,2.35,0
390,116,198,884,17000,12134420,92237,20258,0,366,2.00E+07,2010,1000,7.2,2.35,25000
5,93,18,181,400,11784000,6701,1151,0,26,2.00E+07,1994,220,4.3,1.85,444
248,102,1000,270,734,11169531,79855,1778,2,235,2.00E+07,2008,563,6.4,2.35,0
137,103,350,99,5000,11034436,13505,5637,1,180,2.00E+07,2005,378,7.1,1.85,0
214,115,214,968,14000,12626905,32567,27214,3,106,2.00E+07,2016,12000,6.3,2.35,0
104,96,11000,223,11000,10569071,35586,11867,2,131,2.00E+07,1997,474,7.4,1.85,0
81,98,4,677,2000,10544143,16372,4843,2,121,2.00E+07,1999,1000,6.1,1.37,311
175,101,53,580,14000,13650738,61360,16926,1,129,2.00E+07,2015,1000,6.6,2.35,25000
20,106,277,383,22000,10555348,17349,24887,0,42,2.00E+07,1989,2000,6,2.35,855
69,101,11000,2,1000,9714482,30083,1614,0,140,2.00E+07,1996,612,6.8,1.85,0
166,111,0,725,856,9525276,60156,3309,0,299,2.00E+07,2007,742,6.8,2.35,0
160,99,52,148,22000,8855646,49855,23409,1,117,2.10E+07,2009,1000,7.2,2.35,10000
32,88,84,177,650,9109322,25371,1343,3,129,2.00E+07,2004,384,1.9,2.35,0
72,83,10,69,688,8326035,21933,1019,2,76,3.30E+07,2005,99,5.5,1.85,676
53,91,10,436,716,8104069,9785,2700,3,26,2.00E+07,2007,537,4.5,1.85,233
76,108,54,463,786,8054280,6838,2730,3,117,2.00E+07,2004,567,6.3,1.85,924
401,148,0,175,204,8093318,61935,707,0,242,2.00E+07,2014,178,6.7,1.85,18000
31,77,3,593,787,7382993,3851,2185,0,114,2.00E+07,2006,690,2.8,1.85,346
65,110,9,826,997,8888355,7894,3177,19,25,2.00E+07,2013,941,5,1.85,0
45,83,119,633,885,7001720,8560,2907,2,205,1.20E+07,2008,816,4.3,2.35,797
260,107,0,99,2000,7268659,59248,2848,7,164,2.00E+07,2013,749,5.6,1.85,48000
129,100,17,86,669,6852144,15169,1267,0,213,2.20E+07,2003,429,6.2,2.35,0
58,87,29,522,1000,6563357,18571,4218,4,120,2.00E+07,2008,794,5.3,2.35,847
103,154,608,149,1000,6201757,10037,1690,1,202,1.00E+07,1999,452,7.4,1.66,608
45,106,38,975,1000,6420319,15978,5705,0,122,2.00E+07,2015,1000,7.4,2.35,15000
345,99,0,691,13000,5702083,80617,23755,3,190,1.50E+07,2011,10000,6.5,1.85,36000
232,100,0,407,21000,5480996,89383,39507,0,293,8700000,2006,18000,7.1,1.85,0
116,116,150,956,18000,6002756,24997,21200,2,75,2.00E+07,2012,1000,7.2,1.85,13000
148,94,892,81,310,5132655,37626,838,0,521,2.00E+07,2005,294,2.3,2.35,1000
79,111,650,181,690,5205343,11958,1573,3,39,2.00E+07,2009,224,6.4,2.35,1000
167,100,143,430,829,5005883,29649,2295,1,361,2.00E+07,2004,681,6.1,1.85,0
350,125,78,745,1000,5749134,45799,3979,0,180,2.00E+07,2014,969,7,2.35,0
99,119,18,9,20,4234040,14301,64,0,45,2.00E+07,2008,18,7,2.35,0
231,135,162,228,23000,4001121,48346,36398,0,230,2.00E+07,2007,13000,7,2.35,0
119,93,19,619,15000,3749061,28629,30134,3,113,2.00E+07,2012,13000,4.9,2.35,0
182,114,0,446,975,3519627,41737,3014,4,105,2.00E+07,2008,877,6.9,2.35,0
245,124,0,631,22000,3081925,55842,24732,0,274,2.10E+07,2008,1000,7.5,2.35,13000
174,134,6000,745,893,19927.08749,221552,2710,0,570,20809850,1997,851,8.4,1.85,11000
69,114,22,413,572,2353728,4293,1776,5,53,2.00E+07,2003,548,6.9,2.35,235
26,124,42,161,801,2.00E+06,2998,1462,0,74,2.00E+07,1980,174,4.5,2.35,1000
168,104,214,430,1000,1900725,43205,2129,1,232,2.00E+06,2005,509,7.4,2.35,0
27,118,14,400,2000,2246000,2302,3384,4,20,2.00E+07,2015,769,7,2.35,0
28,80,121,587,836,1646664,4518,2467,2,66,2.00E+07,2003,624,2.8,1.85,241
146,107,110,722,23000,1190018,261317,25088,2,1137,2.00E+07,2002,876,7.5,2.35,20000
67,125,55,2,991,1027749,8087,1003,4,33,4.00E+07,2008,10,7.1,2.35,1000
93,115,115,977,9000,882710,16215,11433,2,138,2.40E+07,2000,1000,6.4,2.35,401
131,122,11000,188,11000,531009,7976,22319,0,61,1.00E+07,2015,11000,5.3,2.35,0
105,103,78,101,488,3558.3803,13727,991,1,79,18447237.48,2004,336,6.9,1.85,973
21,101,25,407,18000,375474,2613,20354,0,46,2.00E+07,2005,723,6.2,2.35,445
9,107,58,324,699,305070,3843,1592,1,25,2.00E+07,1994,533,6.4,2.35,399
8,118,8,11,106,146072,7147,182,0,16,1.40E+08,1998,56,6,2.35,136
138,107,14,311,403,1183354,13026,1577,1,75,2.00E+07,2010,368,5.1,2.35,0
42,100,3,442,14000,121972,9868,15612,3,81,2.20E+07,2002,506,5.5,1.85,217
92,110,278,181,3000,263365,6147,3785,2,36,2.00E+07,2010,602,5.4,2.35,0
143,125,43,7,2000,8047690,77656,2608,0,220,19400000,2006,594,7.5,2.35,0
160,184,34,155,486,476270,29602,1601,2,110,2.00E+07,2008,471,7.4,1.85,0
92,236,0,232,933,184208848,186485,2398,1,382,2.20E+07,1990,839,8,2.35,0
286,97,52,384,3000,100292856,160418,5547,0,296,2.00E+07,2011,957,5.7,1.85,16000
43,113,17,551,14000,58571513,30213,15914,1,112,1.90E+07,1989,599,6.8,1.85,0
69,95,15,528,1000,51431160,62861,3092,2,232,2.00E+07,2004,852,5.9,1.85,0
242,103,0,157,611,103001286,222018,1212,0,869,1.50E+07,1996,422,7.2,2.35,11000
149,91,17,670,1000,41867960,65512,3023,0,478,2.00E+07,2001,795,5.5,1.33,0
198,116,0,459,1000,210609762,732212,3230,0,809,1.90E+07,1985,690,8.5,1.18,39000
147,93,37,545,885,40846082,45317,2872,0,536,1.90E+07,1999,828,5.6,1.37,0
36,113,0,256,607,51697449,8346,1465,6,59,1.30E+07,2009,269,4.1,1.85,1000
181,101,8,110,544,27758465,77987,1292,2,120,1.90E+07,2010,449,6.1,2.35,0
97,95,189,306,500,56127162,57479,2020,2,205,1.80E+07,2003,308,5.4,1.85,0
167,109,93,521,31000,1357042,53977,35561,1,125,1.50E+07,2011,3000,7.1,2.35,14000
47,85,2,402,1000,15911333,2855,2429,1,119,1.90E+07,2000,539,3.6,1.85,663
308,101,42,219,991,39103378,93272,2609,0,251,2.00E+07,2010,894,6.5,2.35,0
246,125,6000,7,17,87140.25839,417971,44,0,902,164744.6458,2001,10,8.6,1.85,28000
29,132,79,1000,14000,8600000,17982,28094,2,95,2.50E+07,1984,12000,7,2.35,1000
252,131,33,326,876,21483154,98741,1985,1,236,1.90E+07,2013,526,7.6,2.35,53000
102,129,51,630,948,8396942,72715,4324,1,103,1.90E+07,2008,822,6.5,1.85,0
134,100,14,356,3000,12561,71276,4094,2,181,1.90E+07,2010,547,6.4,2.35,13000
136,97,31,562,2000,6923891,43867,5519,4,83,2.30E+07,2011,2000,6.3,2.35,0
10,92,22,0,2,2119994,1153,2,0,15,1.90E+07,1993,0,5.7,1.85,238
31,116,500,530,12000,1292527,3536,14579,2,44,1.90E+07,1996,1000,6.3,1.85,228
220,90,15,16000,87000,64255243,80903,120797,0,518,1.90E+07,2005,17000,6,2.35,0
241,81,0,836,12000,22245861,143251,25489,0,710,1.90E+07,2002,11000,7.7,1.85,0
252,97,0,233,654,20433940,78883,1876,8,662,1.50E+07,2005,529,6.2,2.35,0
156,118,0,551,40000,10562387,213226,43105,0,648,18500000,1998,693,7.7,2.35,15000
192,100,0,985,3000,18439082,94292,7252,3,287,18500000,2009,2000,6.4,1.85,13000
351,97,89,329,920,150056505,216581,2771,3,397,1.80E+07,2014,798,6.4,2.35,21000
57,114,55,360,789,119938730,265818,2085,0,213,1.80E+07,1994,424,6.9,1.85,0
99,130,545,697,15000,114968774,153468,28018,1,204,1.80E+07,1988,11000,7.3,1.85,0
343,82,119,6,332,128505958,297014,505,1,1198,1.80E+07,2006,165,7.3,1.85,0
163,96,126,584,2000,95001351,131801,4380,1,548,1.80E+07,2001,788,6.2,2.35,0
110,105,12000,643,12000,76400000,58743,14762,1,192,1.70E+07,1984,664,6.6,2.35,0
233,122,301,457,1000,75072454,96569,2759,0,522,2.00E+07,2005,539,6.7,2.35,0
91,88,31,489,1000,65535067,59380,2604,1,202,1.70E+07,1999,489,5.7,1.85,0
169,110,179,734,12000,13998282,24854,15044,1,374,1.60E+07,2014,1000,3.1,2.35,31000
142,103,15,172,723,6061759,49077,1615,0,475,1.70E+07,2005,552,6.3,1.85,0
50,106,8,521,748,64955956,10104,3956,4,69,1.80E+07,2004,656,5.7,1.85,265
195,98,72,566,1000,60057639,107815,3151,2,485,1.80E+07,2003,624,7.1,1.85,10000
129,68,116,481,8000,53868030,183425,10557,2,425,1.70E+07,1997,503,7,2.35,0
156,94,52,261,567,59573085,13562,2259,10,103,1.80E+07,2016,312,6.1,2.35,19000
103,99,42,557,975,52691009,18727,3567,2,45,2.10E+07,2011,569,6.6,2.35,0
217,107,323,794,1000,59735548,290949,4223,1,629,1.50E+07,1987,1000,7.8,1.85,13000
134,180,869,521,692,51600000,270790,3076,0,549,1.80E+07,1984,670,8.3,2.35,16000
146,89,29,458,2000,43818159,27664,4867,0,260,2.00E+07,2008,690,3.9,2.35,1000
159,97,70,625,2000,86049418,245989,5032,4,554,1.70E+07,2004,1000,7,1.85,0
111,113,22,148,727,43601508,35718,1310,1,317,1.80E+07,2003,171,6.7,1.85,0
187,131,500,555,1000,41300105,65201,3261,0,651,19800000,2001,559,7.3,2.35,0
44,103,0,805,12000,41382841,27149,14672,0,96,1.80E+07,1986,899,6.3,1.85,0
588,119,0,529,15000,42335698,395087,21668,8,1101,1.80E+07,2014,6000,7.8,1.85,114000
415,98,11000,218,594,33404871,150082,1353,1,384,1.80E+07,2013,268,7.3,2.35,36000
279,111,521,64,97,31471430,83374,313,0,828,1.50E+07,2006,68,7.6,2.35,0
97,94,23,582,2000,30222640,36666,4868,2,144,2.50E+07,2003,1000,5.3,1.85,0
27,81,8,341,844,26906039,29621,2653,2,76,1.80E+07,1996,456,5.3,1.85,588
212,89,0,606,2000,21378000,46492,4877,0,335,1.00E+06,1980,826,6.8,2.35,7000
110,106,80,723,2000,43853424,35514,5024,1,114,1.80E+07,2011,795,7.1,2.35,15000
190,86,62,59,390,23993605,52467,727,1,248,1.80E+07,2009,258,5.8,2.35,0
77,103,130,406,691,26400000,62009,2481,1,109,1.80E+07,1984,476,5.8,2.35,2000
151,121,17000,356,22000,45250,235133,23008,1,494,1.80E+07,1980,394,8.3,1.85,0
111,109,7,827,2000,22927390,25344,4947,0,77,1.80E+07,2009,980,5.6,1.85,0
64,109,272,124,155,4250320,14870,605,1,86,1.80E+07,1985,144,6.8,1.85,0
134,123,64,637,808,22452209,14062,5734,0,82,1.80E+07,2009,720,5,2.35,0
450,94,0,223,11000,18329466,279179,11984,0,440,1.80E+07,2010,642,7.6,1.85,63000
128,94,11000,975,11000,17071230,31169,23283,0,192,1.80E+07,2000,11000,6.7,1.85,812
68,115,13,111,757,17174870,15817,1201,2,210,1.80E+07,2000,220,6.7,2.35,0
